ROUGE-1,ROUGE-2,ROUGE-L,Tool
0.8333333333,0.8,0.8333333333,Metagente
0.0,0.0,0.0,Metagente
0.2727272727,0.1,0.1818181818,Metagente
0.2333333333,0.1379310345,0.2,Metagente
0.9166666667,0.9090909091,0.9166666667,Metagente
0.1935483871,0.0,0.1935483871,Metagente
0.8,0.75,0.8,Metagente
0.380952381,0.2105263158,0.2857142857,Metagente
0.3333333333,0.0,0.2222222222,Metagente
0.4705882353,0.0,0.4705882353,Metagente
0.8813559322,0.8771929825,0.8813559322,Metagente
0.2068965517,0.0,0.2068965517,Metagente
0.1904761905,0.0,0.1428571429,Metagente
0.2666666667,0.0,0.2666666667,Metagente
0.8965517241,0.8888888889,0.8965517241,Metagente
0.7857142857,0.6153846154,0.7857142857,Metagente
0.6153846154,0.4166666667,0.6153846154,Metagente
0.2,0.0,0.2,Metagente
0.3333333333,0.125,0.2222222222,Metagente
0.1111111111,0.0,0.1111111111,Metagente
0.6315789474,0.3529411765,0.4210526316,Metagente
0.3684210526,0.2777777778,0.3684210526,Metagente
0.5384615385,0.25,0.4615384615,Metagente
0.3571428571,0.0,0.2142857143,Metagente
0.3333333333,0.0,0.3333333333,Metagente
0.3333333333,0.0,0.2222222222,Metagente
0.3225806452,0.1379310345,0.3225806452,Metagente
0.3076923077,0.1666666667,0.2307692308,Metagente
0.1818181818,0.0,0.1818181818,Metagente
0.1,0.0,0.1,Metagente
0.3728813559,0.2456140351,0.2033898305,Metagente
0.4705882353,0.1333333333,0.3529411765,Metagente
0.5333333333,0.1538461538,0.4,Metagente
0.5,0.3333333333,0.5,Metagente
1.0,1.0,1.0,Metagente
0.2702702703,0.05714285714,0.1081081081,Metagente
0.3,0.1111111111,0.3,Metagente
0.1739130435,0.04545454545,0.1739130435,Metagente
0.3076923077,0.2,0.3076923077,Metagente
0.9565217391,0.7619047619,0.8695652174,Metagente
0.1666666667,0.0,0.1666666667,Metagente
0.5714285714,0.5263157895,0.5714285714,Metagente
0.1428571429,0.0,0.1428571429,Metagente
1.0,1.0,1.0,Metagente
0.5217391304,0.09523809524,0.4347826087,Metagente
0.07692307692,0.0,0.07692307692,Metagente
0.6666666667,0.6428571429,0.6666666667,Metagente
0.2727272727,0.0,0.1818181818,Metagente
0.6,0.4444444444,0.6,Metagente
0.4285714286,0.0,0.4285714286,Metagente
0.6666666667,0.6,0.6666666667,Metagente
0.5384615385,0.25,0.5384615385,Metagente
1.0,1.0,1.0,Metagente
0.3902439024,0.1025641026,0.3902439024,Metagente
1.0,1.0,1.0,Metagente
0.125,0.0,0.125,Metagente
0.4615384615,0.1666666667,0.4615384615,Metagente
0.9473684211,0.9411764706,0.9473684211,Metagente
0.2666666667,0.1538461538,0.2666666667,Metagente
0.347826087,0.2857142857,0.347826087,Metagente
0.4705882353,0.25,0.4705882353,Metagente
0.3333333333,0.2352941176,0.3333333333,Metagente
0.5853658537,0.4102564103,0.5365853659,Metagente
0.6666666667,0.5,0.6666666667,Metagente
0.2,0.0,0.15,Metagente
0.5,0.1111111111,0.4,Metagente
0.8571428571,0.5263157895,0.6666666667,Metagente
0.3529411765,0.1875,0.1764705882,Metagente
0.2105263158,0.1176470588,0.2105263158,Metagente
0.4347826087,0.2857142857,0.347826087,Metagente
0.5,0.4444444444,0.5,Metagente
0.4782608696,0.3636363636,0.4782608696,Metagente
0.2857142857,0.1052631579,0.2857142857,Metagente
0.5,0.2222222222,0.5,Metagente
0.8,0.7692307692,0.8,Metagente
0.7777777778,0.625,0.7777777778,Metagente
0.25,0.0,0.1666666667,Metagente
0.2142857143,0.07692307692,0.2142857143,Metagente
0.5833333333,0.3636363636,0.5833333333,Metagente
0.2580645161,0.06896551724,0.1290322581,Metagente
0.4705882353,0.25,0.2941176471,Metagente
0.1818181818,0.06451612903,0.1818181818,Metagente
0.5217391304,0.2857142857,0.5217391304,Metagente
0.8888888889,0.875,0.8888888889,Metagente
1.0,1.0,1.0,Metagente
0.347826087,0.09523809524,0.2608695652,Metagente
0.5833333333,0.5454545455,0.5833333333,Metagente
0.7272727273,0.6666666667,0.7272727273,Metagente
0.7878787879,0.4516129032,0.7272727273,Metagente
0.2909090909,0.07547169811,0.2181818182,Metagente
0.5,0.1818181818,0.3333333333,Metagente
1.0,1.0,1.0,Metagente
0.5714285714,0.4210526316,0.5714285714,Metagente
0.8,0.75,0.8,Metagente
0.2857142857,0.2105263158,0.2857142857,Metagente
0.2105263158,0.0,0.1052631579,Metagente
0.1212121212,0.06451612903,0.1212121212,Metagente
0.3333333333,0.07142857143,0.2666666667,Metagente
0.06666666667,0.0,0.06666666667,Metagente
0.3636363636,0.2,0.3636363636,Metagente
0.5714285714,0.5,0.5714285714,Metagente
0.25,0.0,0.25,Metagente
0.5454545455,0.0,0.5454545455,Metagente
0.2571428571,0.0,0.1714285714,Metagente
0.0,0.0,0.0,Metagente
0.4444444444,0.24,0.3703703704,Metagente
0.8888888889,0.8571428571,0.8888888889,Metagente
1.0,1.0,1.0,Metagente
0.2105263158,0.1176470588,0.2105263158,Metagente
0.2580645161,0.06896551724,0.1935483871,Metagente
0.9387755102,0.9361702128,0.9387755102,Metagente
0.3636363636,0.2,0.3636363636,Metagente
0.2051282051,0.05405405405,0.1025641026,Metagente
0.5185185185,0.4,0.5185185185,Metagente
0.2380952381,0.2,0.2380952381,Metagente
0.5833333333,0.2727272727,0.4166666667,Metagente
0.1818181818,0.1,0.1818181818,Metagente
0.5263157895,0.2352941176,0.4210526316,Metagente
0.2666666667,0.1538461538,0.2666666667,Metagente
0.72,0.08695652174,0.4,Metagente
0.8888888889,0.5714285714,0.8888888889,Metagente
1.0,1.0,1.0,Metagente
0.6451612903,0.3448275862,0.4516129032,Metagente
0.5,0.2,0.5,Metagente
0.8636363636,0.7619047619,0.8181818182,Metagente
0.3157894737,0.0,0.3157894737,Metagente
0.6153846154,0.1666666667,0.5384615385,Metagente
1.0,1.0,1.0,Metagente
0.1764705882,0.0625,0.1764705882,Metagente
0.2142857143,0.07692307692,0.2142857143,Metagente
0.8333333333,0.8181818182,0.8333333333,Metagente
0.1052631579,0.0,0.1052631579,Metagente
0.4166666667,0.3636363636,0.4166666667,Metagente
0.8148148148,0.8,0.8148148148,Metagente
0.4,0.0,0.4,Metagente
0.6666666667,0.5,0.6666666667,Metagente
1.0,1.0,1.0,Metagente
0.5925925926,0.32,0.5925925926,Metagente
0.2666666667,0.09302325581,0.2666666667,Metagente
0.2580645161,0.1379310345,0.2580645161,Metagente
0.7692307692,0.5833333333,0.6153846154,Metagente
0.2424242424,0.06451612903,0.2424242424,Metagente
0.25,0.1428571429,0.25,Metagente
0.3571428571,0.3076923077,0.3571428571,Metagente
0.2,0.0,0.2,Metagente
0.2608695652,0.09523809524,0.1739130435,Metagente
0.8,0.5,0.8,Metagente
0.2352941176,0.0,0.2352941176,Metagente
0.2790697674,0.1463414634,0.2325581395,Metagente
0.7142857143,0.6666666667,0.7142857143,Metagente
0.9090909091,0.8888888889,0.9090909091,Metagente
0.7407407407,0.4,0.6666666667,Metagente
0.6451612903,0.5517241379,0.6451612903,Metagente
0.7826086957,0.6666666667,0.7826086957,Metagente
0.5882352941,0.25,0.4117647059,Metagente
0.4,0.1739130435,0.32,Metagente
0.1111111111,0.0,0.1111111111,Metagente
0.5882352941,0.5333333333,0.5882352941,Metagente
0.1666666667,0.0,0.1666666667,Metagente
0.5,0.1818181818,0.4166666667,Metagente
0.6956521739,0.1904761905,0.4347826087,Metagente
0.4888888889,0.3720930233,0.4444444444,Metagente
0.5882352941,0.4,0.5882352941,Metagente
0.6451612903,0.4137931034,0.5806451613,Metagente
0.5,0.4,0.5,Metagente
1.0,1.0,1.0,Metagente
0.380952381,0.1052631579,0.2857142857,Metagente
0.4117647059,0.1875,0.2352941176,Metagente
0.8666666667,0.8571428571,0.8666666667,Metagente
0.3333333333,0.0,0.1111111111,Metagente
0.2857142857,0.1052631579,0.1904761905,Metagente
0.9166666667,0.9090909091,0.9166666667,Metagente
0.8571428571,0.5263157895,0.7619047619,Metagente
0.5555555556,0.25,0.3333333333,Metagente
1.0,1.0,1.0,Metagente
1.0,1.0,1.0,Metagente
0.6666666667,0.3571428571,0.4666666667,Metagente
0.6428571429,0.6153846154,0.6428571429,Metagente
0.4705882353,0.4,0.4705882353,Metagente
0.2666666667,0.0,0.2666666667,Metagente
0.9333333333,0.7692307692,0.9333333333,Metagente
0.8333333333,0.6363636364,0.8333333333,Metagente
1.0,1.0,1.0,Metagente
0.8636363636,0.8095238095,0.8636363636,Metagente
0.2222222222,0.0,0.1111111111,Metagente
0.08,0.0,0.08,Metagente
0.4,0.2424242424,0.3428571429,Metagente
0.8421052632,0.7058823529,0.8421052632,Metagente
0.5555555556,0.375,0.5555555556,Metagente
0.5,0.4736842105,0.5,Metagente
0.8333333333,0.2,0.6666666667,Metagente
1.0,1.0,1.0,Metagente
0.5384615385,0.5,0.5384615385,Metagente
1.0,1.0,1.0,Metagente
1.0,1.0,1.0,Metagente
0.2857142857,0.1052631579,0.1904761905,Metagente
0.3125,0.06666666667,0.25,Metagente
0.5555555556,0.2307692308,0.4814814815,Metagente
0.1463414634,0.0,0.1463414634,Metagente
0.9411764706,0.8,0.9411764706,Metagente
0.7272727273,0.6666666667,0.7272727273,Metagente
0.3,0.1111111111,0.3,Metagente
0.2666666667,0.1538461538,0.2666666667,Metagente
1.0,1.0,1.0,Metagente
0.2424242424,0.0,0.1212121212,Metagente
0.7692307692,0.5454545455,0.7692307692,Metagente
0.2222222222,0.0,0.1111111111,Metagente
0.8275862069,0.7407407407,0.8275862069,Metagente
1.0,1.0,1.0,Metagente
